time,open,high,low,close
2011-03-09,5542.3999,5563.2998,5477.4502,5531
2011-03-10,5516.1001,5516.2998,5468.4502,5494.3999
2011-03-11,5456.1499,5502.7002,5411.5498,5445.4502
2011-03-14,5436.5,5537.2998,5434.25,5531.5
2011-03-15,5420,5497.8501,5373.6499,5449.6499
2011-03-16,5475.9502,5535.1001,5475.9502,5511.1499
2011-03-17,5455.3999,5510.0498,5435.2998,5446.6499
2011-03-18,5475.3501,5483.0498,5366.3999,5373.7002
2011-03-21,5408.75,5413.2998,5348.2002,5364.75
2011-03-22,5390.8501,5428.1499,5376.1499,5413.8501
2011-03-23,5411.3999,5484.9502,5401.9502,5480.25
2011-03-24,5501.7998,5529,5496.1001,5522.3999
2011-03-25,5588.6499,5667.1001,5560.9502,5654.25
2011-03-28,5645.25,5709.1001,5643.2002,5687.25
2011-03-29,5686.5,5770.3501,5680.7002,5736.3501
2011-03-30,5755.7998,5803.1499,5753.8999,5787.6499
2011-03-31,5803.0498,5872,5778.6499,5833.75
2011-04-01,5835,5860.2002,5810.3999,5826.0498
2011-04-04,5842,5918.7002,5833.2002,5908.4502
2011-04-05,5923.8501,5928.6499,5855.8501,5910.0498
2011-04-06,5908,5944.4502,5868.7998,5891.75
2011-04-07,5888.5498,5906.1001,5866.25,5885.7002
2011-04-08,5886.75,5926.9502,5822,5842
2011-04-11,5805.3501,5830.2998,5777.8999,5785.7002
2011-04-13,5747.9502,5923.6001,5735.5498,5911.5
2011-04-15,5898.75,5907.3501,5806.4502,5824.5498
2011-04-18,5824.3501,5897.8999,5722.25,5729.1001
2011-04-19,5716,5762.9502,5693.25,5740.75
2011-04-20,5786.0498,5857.3501,5759.6499,5851.6499
2011-04-21,5882.8501,5912.8999,5864.3501,5884.7002
2011-04-25,5859.6001,5906.6001,5857,5874.5
2011-04-26,5876.8501,5893.2002,5791.5498,5868.3999
2011-04-27,5884.2002,5892.3501,5819.9502,5833.8999
2011-04-28,5851.3501,5856.3999,5776.9502,5785.4502
2011-04-29,5782.5,5804.2998,5706.0498,5749.5
2011-05-02,5766.8999,5775.25,5687.7002,5701.2998
2011-05-03,5689.7002,5710.7998,5554.8501,5565.25
2011-05-04,5567.7002,5578.7998,5503,5537.1499
2011-05-05,5531.6001,5560.2998,5443.6499,5459.8501
2011-05-06,5477.6499,5564.3999,5472.4502,5551.4502
2011-05-09,5575.2002,5586.0498,5502.3999,5551.1001
2011-05-10,5555.5498,5592.8999,5514.5498,5541.25
2011-05-11,5547.2002,5574.7002,5525,5565.0498
2011-05-12,5537.7998,5572.5,5476.2998,5486.1499
2011-05-13,5492.3501,5605,5472.1499,5544.75
2011-05-16,5541.7002,5541.7998,5487.6499,5499
2011-05-17,5496.1001,5523.8501,5421.0498,5438.9502
2011-05-18,5448.2002,5460.5,5401.25,5420.6001
2011-05-19,5448.1499,5452.6001,5411.25,5428.1001
2011-05-20,5450.6499,5517.5498,5432.75,5486.3501
2011-05-23,5456.7002,5456.7002,5373,5386.5498
2011-05-24,5385.1001,5422.6001,5367.4502,5394.8501
2011-05-25,5389.1001,5389.1001,5328.7002,5348.9502
2011-05-26,5372.75,5422.2002,5356.3501,5412.3501
2011-05-27,5413.7002,5485.7998,5413.6001,5476.1001
2011-05-30,5493.75,5509.2998,5458.6001,5473.1001
2011-05-31,5492,5571.6001,5489.7002,5560.1499
2011-06-01,5561.0498,5597.3501,5559.4502,5592
2011-06-02,5529.8999,5568.2002,5521.9502,5550.3501
2011-06-03,5565.7002,5604.9502,5507.2002,5516.75
2011-06-06,5504.2998,5542.6499,5479.8501,5532.0498
2011-06-07,5509.1499,5570.1001,5507.7998,5556.1499
2011-06-08,5535.25,5556.6001,5514.8999,5526.8501
2011-06-09,5523.5498,5540.1001,5502.0498,5521.0498
2011-06-10,5518.0498,5521.4502,5457.4502,5485.7998
2011-06-13,5469.8501,5496.7002,5436.9502,5482.7998
2011-06-14,5485.6001,5520.1499,5484.2002,5500.5
2011-06-15,5494.4502,5499.3501,5438.9502,5447.5
2011-06-16,5419.6499,5447.5,5389.7998,5396.75
2011-06-17,5412.5,5421.1499,5355.8501,5366.3999
2011-06-20,5372.2002,5377.3999,5195.8999,5257.8999
2011-06-21,5280.7998,5322.4502,5257,5275.8501
2011-06-22,5304.6499,5310.5,5262.5,5278.2998
2011-06-23,5269.1001,5330.6001,5252.25,5320
2011-06-24,5343.3999,5477.8501,5343.3999,5471.25
2011-06-27,5441.2002,5552.6499,5434.25,5526.6001
2011-06-28,5548.8501,5558.2998,5496.3501,5545.2998
2011-06-29,5566.5,5608.6499,5566.5,5600.4502
2011-06-30,5614.5,5657.8999,5606.1001,5647.3999
2011-07-01,5705.75,5705.7998,5609.75,5627.2002
2011-07-04,5679.5498,5679.6499,5633.1001,5650.5
2011-07-05,5659.8501,5659.8501,5612.2998,5632.1001
2011-07-06,5622.7002,5655.3999,5610.75,5625.4502
2011-07-07,5633.3501,5737.1499,5632.9502,5728.9502
2011-07-08,5734.6499,5740.3999,5651.0498,5660.6499
2011-07-11,5648.0498,5652.8999,5601.7002,5616.1001
2011-07-12,5556.8999,5580.25,5496.9502,5526.1499
2011-07-13,5542.0498,5596.1499,5541.3999,5585.4502
2011-07-14,5569,5653.9502,5541.7002,5599.7998
2011-07-15,5602.9502,5631.7002,5562.75,5581.1001
2011-07-18,5581.75,5596.6001,5550.9502,5567.0498
2011-07-19,5569.8501,5627.6499,5557.2002,5613.5498
2011-07-20,5642.0498,5645.3999,5555.1001,5567.0498
2011-07-21,5554.6001,5578.8999,5532.7002,5541.6001
2011-07-22,5576.9502,5642.2002,5567.1001,5633.9502
2011-07-25,5633.7998,5700.5498,5616.7002,5680.2998
2011-07-26,5688.4502,5702.25,5560.1499,5574.8501
2011-07-27,5588.5498,5591.7002,5521.5,5546.7998
2011-07-28,5492.3999,5512.1001,5475.6499,5487.75
2011-07-29,5479,5520.2998,5453.9502,5482
2011-08-01,5527.5,5551.8999,5486.4502,5516.7998
2011-08-02,5493.2002,5496.2998,5433.6499,5456.5498
2011-08-03,5402,5422.6001,5378.8501,5404.7998
2011-08-04,5412.3999,5434.5,5323.1499,5331.7998
2011-08-05,5204.3501,5229.6499,5116.4502,5211.25
2011-08-08,5083.8501,5204.2002,5054.0498,5118.5
2011-08-09,4947.8999,5167,4946.4502,5072.8501
2011-08-10,5196.5498,5197.9502,5123.3501,5161
2011-08-11,5128,5184.9502,5121,5138.2998
2011-08-12,5194.3999,5194.4502,5053.3501,5072.9502
2011-08-16,5125.75,5132.2002,5015.3999,5035.7998
2011-08-17,5030.2998,5112.1499,5017.25,5056.6001
2011-08-18,5077.9502,5078.6001,4932.1499,4944.1499
2011-08-19,4859.2998,4893.6001,4796.1001,4845.6499
2011-08-22,4843.7002,4910.0498,4808.75,4898.7998
2011-08-23,4925.1499,4965.7998,4863.7998,4948.8999
2011-08-24,4934.3501,4962.3999,4875.2998,4888.8999
2011-08-25,4914.6499,4915.8501,4825.0498,4839.6001
2011-08-26,4839.25,4872,4720,4747.7998
2011-08-29,4806.2002,4934.3999,4806.0498,4919.6001
2011-08-30,4973.25,5016.25,4927.5498,5001
2011-09-02,5109.7998,5113.7002,4993.3501,5040
2011-09-05,4998.8999,5030.2998,4964.4502,5017.2002
2011-09-06,4993.3501,5072.8999,4942.8999,5064.2998
2011-09-07,5080.1499,5154.5,5076.2998,5124.6499
2011-09-08,5139.2002,5169.25,5098.25,5153.25
2011-09-09,5161.2998,5163.75,5046.7998,5059.4502
2011-09-12,4981.7002,4985.6001,4911.25,4946.7998
2011-09-13,4977.7998,5030.1499,4911.0498,4940.9502
2011-09-14,4965.0498,5026.1499,4917.3999,5012.5498
2011-09-15,5062.3501,5091.4502,4967.4502,5075.7002
2011-09-16,5123.3501,5143.6001,5068.1001,5084.25
2011-09-19,5068.3999,5068.3999,5019.25,5031.9502
2011-09-20,5042.5498,5149.8999,5035.25,5140.2002
2011-09-21,5153.75,5168.3999,5109.8501,5133.25
2011-09-22,5054.4502,5059.8501,4907.75,4923.6499
2011-09-23,4873.75,4930.25,4829.6001,4867.75
2011-09-26,4878.6001,4879.7998,4758.8501,4835.3999
2011-09-27,4905.1499,4982.9502,4905.1499,4971.25
2011-09-28,5005.5,5006.0498,4918.4502,4945.8999
2011-09-29,4924.2002,5034.25,4906,5015.4502
2011-09-30,4990.1499,5025.5498,4924.2998,4943.25
2011-10-03,4874.3999,4879.1499,4823.8999,4849.5
2011-10-04,4823.5,4869.75,4728.2998,4772.1499
2011-10-05,4791.2998,4827.7998,4741,4751.2998
2011-10-07,4883.6499,4922.6001,4861.2002,4888.0498
2011-10-10,4886.8501,4991.1499,4882.0498,4979.6001
2011-10-11,5019.8999,5045.1001,4964,4974.3501
2011-10-12,5011.2002,5109.7998,4997.6499,5099.3999
2011-10-13,5130.7998,5136.9502,5067.6499,5077.8501
2011-10-14,5057.3501,5141.3999,5056.6001,5132.2998
2011-10-17,5156.2002,5160.2002,5084.5,5118.25
2011-10-18,5049.4502,5057.5,5011.0498,5037.5
2011-10-19,5080.4502,5148.0498,5075.2998,5139.1499
2011-10-20,5086.5498,5099,5033.9502,5091.8999
2011-10-21,5106.6001,5120.75,5037.9502,5049.9502
2011-10-24,5114.7002,5145.6499,5084.75,5098.3501
2011-10-25,5137.8999,5211,5085.5498,5191.6001
2011-10-26,5214.9502,5219.25,5196.1499,5201.7998
2011-10-28,5341.8999,5399.7002,5322.7998,5360.7002
2011-10-31,5358.8999,5360.25,5314.6001,5326.6001
2011-11-01,5278.6001,5310.8501,5238.2998,5257.9502
2011-11-02,5216.75,5300.1001,5204.9502,5258.4502
2011-11-03,5241.5498,5281.6001,5201.8501,5265.75
2011-11-04,5325.3999,5326.4502,5256.7998,5284.2002
2011-11-08,5292.25,5304.25,5252,5289.3501
2011-11-09,5309.7002,5317.5,5211.75,5221.0498
2011-11-11,5159.75,5198.6001,5142.25,5168.8501
2011-11-14,5217.3501,5228.8999,5140.5498,5148.3501
2011-11-15,5131.2002,5158.75,5052.8501,5068.5
2011-11-16,5059.1001,5065.2002,4989.5,5030.4502
2011-11-17,5027.1001,5036.7998,4919.4502,4934.75
2011-11-18,4899.1499,4915.8999,4837.9502,4905.7998
2011-11-21,4873.7998,4873.7998,4764.7998,4778.3501
2011-11-22,4794.8501,4854,4782.5498,4812.3501
2011-11-23,4779.5,4779.5,4640.9502,4706.4502
2011-11-24,4707.5498,4771.1001,4639.1001,4756.4502
2011-11-25,4731.2998,4767.2998,4693.1001,4710.0498
2011-11-28,4769.2998,4859.1001,4766.3999,4851.2998
2011-11-29,4864.2002,4866.1001,4787.1001,4805.1001
2011-11-30,4766.1499,4851.5498,4754.7998,4832.0498
2011-12-01,4970.8501,5011.8999,4916.7002,4936.8501
2011-12-02,4940.8501,5062.5498,4918.3999,5050.1499
2011-12-05,5036.5,5055.3999,5002.5498,5039.1499
2011-12-07,5050.1001,5099.25,5032.25,5062.6001
2011-12-08,5037.3999,5049.0498,4921.4502,4943.6499
2011-12-09,4870.75,4918.3501,4841.75,4866.7002
2011-12-12,4906.8501,4910.25,4755.5498,4764.6001
2011-12-13,4733.6001,4824.7002,4728.5,4800.6001
2011-12-14,4788.7002,4839.5498,4750.3999,4763.25
2011-12-15,4712.7998,4768.6499,4673.8501,4746.3501
2011-12-16,4752.5,4818.8501,4628.2002,4651.6001
2011-12-19,4623.1499,4623.1499,4555.8999,4613.1001
2011-12-20,4635.7998,4637.25,4531.1499,4544.2002
2011-12-21,4636.4502,4707.3501,4601.9502,4693.1499
2011-12-22,4636.8999,4740.6001,4632.9502,4733.8501
2011-12-23,4763.2002,4763.4502,4693.2002,4714
2011-12-26,4718.1499,4787.25,4718.1499,4779
2011-12-27,4780.2002,4800.5,4723.6499,4750.5
2011-12-28,4756.2002,4756.2002,4685.6499,4705.7998
2011-12-29,4681.1499,4701.7998,4639.0498,4646.25
2011-12-30,4659.9502,4690.4502,4608.8999,4624.2998
2012-01-02,4640.2002,4645.9502,4588.0498,4636.75
2012-01-03,4675.7998,4773.1001,4675.7998,4765.2998
2012-01-04,4774.9502,4782.8501,4728.8501,4749.6499
2012-01-05,4749,4779.7998,4730.1499,4749.9502
2012-01-06,4724.1499,4794.8999,4686.8501,4754.1001
2012-01-09,4747.5498,4758.7002,4695.4502,4742.7998
2012-01-10,4771.8501,4855.8999,4768.25,4849.5498
2012-01-11,4863.1499,4877.2002,4841.6001,4860.9502
2012-01-12,4840.9502,4869.2002,4803.8999,4831.25
2012-01-13,4861.9502,4898.8501,4834.2002,4866
2012-01-16,4844,4880.7998,4827.0498,4873.8999
2012-01-17,4904.5,4975.5498,4904,4967.2998
2012-01-18,4977.75,4980.6499,4931.0498,4955.7998
2012-01-19,4995,5023.7998,4991.3999,5018.3999
2012-01-20,5044.8501,5064.1499,5004.2998,5048.6001
2012-01-23,5025.3501,5059.5498,5021.3501,5046.25
2012-01-24,5064.7998,5141.0498,5049.7998,5127.3501
2012-01-25,5151.5,5174.1499,5130.25,5158.2998
2012-01-27,5216.75,5217,5162.3999,5204.7002
2012-01-30,5163.5498,5166.1499,5076.7002,5087.2998
2012-01-31,5125.25,5215.3999,5120.1499,5199.25
2012-02-01,5198.1499,5244.6001,5159,5235.7002
2012-02-02,5272.1001,5289.9502,5225.75,5269.8999
2012-02-03,5276.1001,5334.8501,5255.5498,5325.8501
2012-02-06,5379.4502,5390.0498,5327.25,5361.6499
2012-02-07,5412.9502,5413.3501,5322.9502,5335.1499
2012-02-08,5343.7998,5396.8999,5325.2002,5368.1499
2012-02-09,5343.0498,5423.3999,5338.8999,5412.3501
2012-02-10,5399.7998,5427.75,5341.0498,5381.6001
2012-02-13,5382.1001,5421.0498,5351.3999,5390.2002
2012-02-14,5380.7998,5428.0498,5377.9502,5416.0498
2012-02-15,5460.6001,5542.1001,5460.6001,5531.9502
2012-02-16,5513.75,5531.3999,5483.75,5521.9502
2012-02-17,5574.2002,5606.7002,5545.2002,5564.2998
2012-02-21,5561.8999,5621.5,5561.75,5607.1499
2012-02-22,5609.75,5629.9502,5491.3501,5505.3501
2012-02-23,5490.0498,5537.3999,5460.7998,5483.2998
2012-02-24,5479.1499,5521.3999,5405.8999,5429.2998
2012-02-27,5448.1001,5449.7998,5268.1499,5281.2002
2012-02-28,5310.5,5391.1001,5306.4502,5375.5
2012-02-29,5424.9502,5458.7998,5352.25,5385.2002
2012-03-01,5366,5372.4502,5297.5,5339.75
2012-03-02,5369.4502,5392.5498,5315.0498,5359.3501
2012-03-05,5342.5498,5344.5,5265.7002,5280.3501
2012-03-06,5266,5382.0498,5206.3999,5222.3999
2012-03-07,5207.0498,5243.8501,5171.4502,5220.4502
2012-03-09,5294.1001,5342.2998,5291.6001,5333.5498
2012-03-12,5420.1001,5421.8999,5327.2998,5359.5498
2012-03-13,5391.0498,5438.6499,5390.7998,5429.5
2012-03-14,5490.5498,5499.3999,5437.7998,5463.8999
2012-03-15,5462.5,5462.5,5362.2998,5380.5
2012-03-16,5380.3501,5445.6499,5305,5317.8999
2012-03-19,5337.3501,5340.7002,5238.5498,5257.0498
2012-03-20,5257.1499,5297.3501,5233.25,5274.8501
2012-03-21,5267.2002,5372.3501,5256,5364.9502
2012-03-22,5361.1001,5385.9502,5205.6499,5228.4502
2012-03-23,5255.6499,5312,5220,5278.2002
2012-03-26,5274.3501,5274.9502,5174.8999,5184.25
2012-03-27,5242.9502,5277.9502,5184.6499,5243.1499
2012-03-28,5231.7002,5236.5498,5169.6001,5194.75
2012-03-29,5145.9502,5194.2998,5135.9502,5178.8501
2012-03-30,5206.6001,5307.1001,5203.6499,5295.5498
2012-04-02,5296.3501,5331.5498,5278.7998,5317.8999
2012-04-03,5353.2002,5378.75,5344.4502,5358.5
2012-04-04,5328.6499,5338.3999,5305.2998,5322.8999
2012-04-09,5282.5,5287.8999,5228,5234.3999
2012-04-10,5254.1001,5255.7998,5211.8501,5243.6001
2012-04-11,5209.4502,5263.6499,5190.7998,5226.8501
2012-04-12,5246.75,5290.6001,5246.75,5276.8501
2012-04-13,5255.7002,5306.75,5185.3999,5207.4502
2012-04-16,5190.6001,5233.5,5183.5,5226.2002
2012-04-17,5266.6001,5298.2002,5208.3501,5289.7002
2012-04-18,5320.7002,5342,5293.4502,5300
2012-04-19,5320.6001,5342.4502,5291.2998,5332.3999
2012-04-20,5313.9502,5336.1499,5245.4502,5290.8501
2012-04-23,5277.3999,5310.5498,5187.1499,5200.6001
2012-04-24,5215.8999,5232.3501,5180.3501,5222.6499
2012-04-25,5222.2002,5236.1001,5160.6499,5202
2012-04-26,5214.75,5215.6001,5179.0498,5189
2012-04-27,5189,5223.0498,5154.2998,5190.6001
2012-04-30,5201.4502,5262.1499,5201.4502,5248.1499
2012-05-02,5254.2998,5279.6001,5226.4502,5239.1499
2012-05-03,5211.2002,5217.2998,5180.6499,5188.3999
2012-05-04,5166.6499,5177.2002,5070.6001,5086.8501
2012-05-07,5017.7998,5124.75,4988,5114.1499
2012-05-08,5114.7002,5119.9502,4983.6001,4999.9502
2012-05-09,4967.8999,5016.25,4956.4502,4974.7998
2012-05-10,4984.1499,5039.2998,4950.2998,4965.7002
2012-05-11,4938.8501,4976.25,4906.1499,4928.8999
2012-05-14,4934.3501,4957.2002,4874.5,4907.7998
2012-05-15,4869.8501,4955.2002,4868.5498,4942.7998
2012-05-16,4875.2998,4882.25,4837.0498,4858.25
2012-05-17,4878.6001,4922.25,4850.2002,4870.2002
2012-05-18,4796.3999,4908.5,4788.9502,4891.4502
2012-05-21,4888.5,4937.5,4888.5,4906.0498
2012-05-22,4954.7002,4956.3501,4849.8999,4860.5
2012-05-23,4843,4853.75,4803.9502,4835.6499
2012-05-24,4863.3999,4931.8999,4830.1499,4921.3999
2012-05-25,4905.9502,4935.7998,4889.3501,4920.3999
2012-05-28,4931.7002,4994.9502,4931.2998,4985.6499
2012-05-29,5005.3501,5020.1499,4982.1499,4990.1001
2012-05-30,4964.25,4982.25,4944.8999,4950.75
2012-05-31,4896.1001,4949.25,4883.5498,4924.25
2012-06-01,4910.8501,4925,4831.75,4841.6001
2012-06-04,4797.2998,4858.2998,4770.3501,4848.1499
2012-06-05,4869.4502,4898.9502,4847.7002,4863.2998
2012-06-06,4886.6499,5010.4502,4886.1499,4997.1001
2012-06-07,5035.3501,5059.6499,5007.75,5049.6499
2012-06-08,5044.25,5084.4502,4994.7998,5068.3501
2012-06-11,5096.7002,5124.4502,5040.7002,5054.1001
2012-06-12,5015.5,5128.8999,5015.1499,5115.8999
2012-06-13,5117.5498,5144.8999,5095.4502,5121.4502
2012-06-14,5105.1001,5130,5047.6001,5054.75
2012-06-15,5069.5498,5146.2002,5069.1499,5139.0498
2012-06-18,5174,5190.2002,5041.7002,5064.25
2012-06-19,5050.7998,5113.6001,5048.1001,5103.8501
2012-06-20,5114.5498,5141.7002,5100.7002,5120.5498
2012-06-21,5097.3501,5170.3999,5093.4502,5165
2012-06-22,5101.75,5159.7998,5094,5146.0498
2012-06-25,5158.5,5194.6001,5105.6499,5114.6499
2012-06-26,5107.4502,5134.5498,5095.5,5120.7998
2012-06-27,5149.4502,5160.1001,5129.25,5141.8999
2012-06-28,5148.9502,5159.0498,5125.2998,5149.1499
2012-06-29,5191.25,5286.25,5189,5278.8999
2012-07-02,5283.8501,5302.1499,5263.3501,5278.6001
2012-07-03,5298.8501,5317,5265.9502,5287.9502
2012-07-04,5310.3999,5317.6499,5273.2998,5302.5498
2012-07-05,5297.0498,5333.6499,5288.8501,5327.2998
2012-07-06,5324.7002,5327.2002,5287.75,5316.9502
2012-07-09,5283.7002,5300.6001,5257.75,5275.1499
2012-07-10,5286.6001,5348.5498,5284.5498,5345.3501
2012-07-11,5315.25,5336.4502,5300.25,5306.2998
2012-07-12,5240,5261.75,5217.7002,5235.25
2012-07-13,5242.75,5267.1499,5216.8501,5227.25
2012-07-16,5232.3501,5246.8501,5190.4502,5197.25
2012-07-17,5228.0498,5236.7002,5181.7002,5192.8501
2012-07-18,5199.1001,5222.8501,5169.0498,5216.2998
2012-07-19,5249.8501,5257.75,5233.1499,5242.7002
2012-07-20,5233.5498,5238.7002,5197.5,5205.1001
2012-07-23,5163.25,5164.2002,5108.1001,5117.9502
2012-07-24,5128.7998,5144,5103.25,5128.2002
2012-07-25,5118.3999,5121.6001,5076.6001,5109.6001
2012-07-26,5126.2998,5126.2998,5032.3999,5043
2012-07-27,5124.2998,5149.9502,5077.5,5099.8501
2012-07-30,5129.75,5206.6001,5129.75,5199.7998
2012-07-31,5214.8501,5234.5498,5154.0498,5229
2012-08-01,5220.7002,5246.3501,5212.6499,5240.5
2012-08-02,5233.1001,5236.8999,5209.9502,5227.75
2012-08-03,5195.6001,5220.2002,5164.6499,5215.7002
2012-08-06,5260.8501,5293.2002,5260.8501,5282.5498
2012-08-07,5295.3999,5350.1001,5281.6499,5336.7002
2012-08-08,5345.25,5377.6001,5331.0498,5338
2012-08-09,5348.2998,5368.2002,5312.1001,5322.9502
2012-08-10,5308.2002,5330.1001,5294.1001,5320.3999
2012-08-13,5316.3501,5352.4502,5309.0498,5347.8999
2012-08-14,5343.25,5387.0498,5328.7998,5380.3501
2012-08-16,5385.9502,5390.6499,5356.6499,5362.9502
2012-08-17,5368.6001,5399.9502,5341.7002,5366.2998
2012-08-21,5368.7002,5425.1499,5368.7002,5421
2012-08-22,5395.75,5433.3501,5394.7998,5412.8501
2012-08-23,5426.1499,5448.6001,5393.8501,5415.3501
2012-08-24,5392.6001,5399.6499,5371,5386.7002
2012-08-27,5387.8501,5399.1499,5346.6499,5350.25
2012-08-28,5348.0498,5359.25,5312.6001,5334.6001
2012-08-29,5343.8501,5345.5,5282.7002,5287.7998
2012-08-30,5268.6001,5342.7998,5255.0498,5315.0498
2012-08-31,5298.2002,5303.25,5238.8999,5258.5
2012-09-03,5276.5,5295.7998,5243.1499,5253.75
2012-09-04,5249.1499,5278.3501,5233.2002,5274
2012-09-05,5243.8999,5259.5,5215.7002,5225.7002
2012-09-06,5217.6499,5260.6001,5217.6499,5238.3999
2012-09-07,5309.4502,5347.1499,5309.2002,5342.1001
2012-09-10,5361.8999,5375.4502,5349.1001,5363.4502
2012-09-11,5336.1001,5393.3501,5332.1001,5390
2012-09-12,5404.4502,5435.5498,5393.9502,5431
2012-09-13,5435.2002,5447.4502,5421.8501,5435.3501
2012-09-14,5528.3501,5586.6499,5526.9502,5577.6499
2012-09-17,5631.75,5652.2002,5585.1499,5610
2012-09-18,5602.3999,5620.5498,5586.4502,5600.0498
2012-09-20,5536.9502,5581.3501,5534.8999,5554.25
2012-09-21,5577,5720,5575.4502,5691.1499
2012-09-24,5691.9502,5709.8501,5662.75,5669.6001
2012-09-25,5674.8999,5702.7002,5652.4502,5673.8999
2012-09-26,5653.3999,5672.7998,5638.6499,5663.4502
2012-09-27,5673.75,5693.7002,5639.7002,5649.5
2012-09-28,5684.7998,5735.1499,5683.4502,5703.2998
2012-10-01,5704.75,5722.9502,5694,5718.7998
2012-10-03,5727.7002,5743.25,5715.7998,5731.25
2012-10-04,5751.5498,5807.25,5751.3501,5787.6001
2012-10-05,5815,5815.3501,5706,5746.9502
2012-10-08,5751.8501,5751.8501,5666.2002,5676
2012-10-09,5708.1499,5728.6499,5677.8999,5704.6001
2012-10-10,5671.1499,5686.5,5647.0498,5652.1499
2012-10-11,5663.5,5721.1001,5636.9502,5708.0498
2012-10-12,5681.7002,5725,5659.3501,5676.0498
2012-10-15,5674.25,5693.7002,5651.0498,5687.25
2012-10-16,5705.6001,5714,5635.6001,5648
2012-10-17,5681.1001,5684.3501,5633.8999,5660.25
2012-10-18,5675.2998,5722.5,5650.5498,5718.7002
2012-10-19,5703.2998,5711.7002,5660,5684.25
2012-10-22,5667.6001,5721.5498,5658.0498,5717.1499
2012-10-23,5715.6499,5720.7998,5681.4502,5691.3999
2012-10-25,5688.7998,5718.75,5685.7002,5705.2998
2012-10-26,5683.5498,5697.2002,5641.75,5664.2998
2012-10-29,5665.2002,5698.2998,5645.1001,5665.6001
2012-10-30,5656.3501,5689.8999,5589.8999,5597.8999
2012-10-31,5596.75,5624.3999,5583.0498,5619.7002
2012-11-01,5609.8501,5649.75,5601.9502,5645.0498
2012-11-02,5696.3501,5711.2998,5682.5498,5697.7002
2012-11-05,5693.0498,5709.2002,5679.5,5704.2002
2012-11-06,5694.1001,5730.7998,5693.6499,5724.3999
2012-11-07,5718.6001,5777.2998,5711.3999,5760.1001
2012-11-08,5709,5744.5,5693.9502,5738.75
2012-11-09,5731.1001,5751.7002,5677.75,5686.25
2012-11-12,5688.4502,5718.8999,5665.75,5683.7002
2012-11-13,5689.7002,5698.25,5660.3501,5666.9502
2012-11-15,5650.3501,5651.6499,5603.5498,5631
2012-11-16,5624.7998,5650.1499,5559.7998,5574.0498
2012-11-19,5577.2998,5592.75,5549.25,5571.3999
2012-11-20,5604.7998,5613.7002,5548.3501,5571.5498
2012-11-21,5582.5,5620.2002,5561.3999,5614.7998
2012-11-22,5628.6001,5643.3501,5608,5627.75
2012-11-23,5635.4502,5637.75,5593.5498,5626.6001
2012-11-26,5648.6499,5649.2002,5623.4502,5635.8999
2012-11-27,5658.5,5733.2002,5658,5727.4502
2012-11-29,5736.7002,5833.5,5736.1001,5825
2012-11-30,5836,5885.25,5827.8501,5879.8501
2012-12-03,5878.25,5899.1499,5854.6001,5870.9502
2012-12-04,5866.7998,5894.9502,5859,5889.25
2012-12-05,5906.6001,5917.7998,5891.3501,5900.5
2012-12-06,5926.2998,5942.5498,5838.8999,5930.8999
2012-12-07,5934,5949.8501,5888.6499,5907.3999
2012-12-10,5916.0498,5919.9502,5888.1001,5908.8999
2012-12-11,5923.7998,5965.1499,5865.4502,5898.7998
2012-12-12,5917.7998,5924.6001,5874.25,5888
2012-12-13,5900.3501,5907.4502,5841.3501,5851.5
2012-12-14,5846.8999,5886.1001,5839.1499,5879.6001
2012-12-17,5860.5,5886.0498,5850.1499,5857.8999
2012-12-18,5873.6001,5905.7998,5823.1499,5896.7998
2012-12-19,5917.2998,5939.3999,5910.7998,5929.6001
2012-12-20,5934.4502,5937.6001,5881.4502,5916.3999
2012-12-21,5888,5888,5841.6499,5847.7002
2012-12-24,5869,5871.8999,5844.7002,5855.75
2012-12-26,5864.9502,5917.2998,5859.5498,5905.6001
2012-12-27,5930.2002,5930.7998,5864.7002,5870.1001
2012-12-28,5887.1499,5915.75,5879.5,5908.3501
2012-12-31,5901.2002,5919,5897.1499,5905.1001
2013-01-01,5937.6499,5963.8999,5935.2002,5950.8501
2013-01-02,5982.6001,6006.0498,5982,5993.25
2013-01-03,6015.7998,6017,5986.5498,6009.5
2013-01-04,6011.9502,6020.75,5981.5498,6016.1499
2013-01-07,6042.1499,6042.1499,5977.1499,5988.3999
2013-01-08,5983.4502,6007.0498,5964.3999,6001.7002
2013-01-09,6006.2002,6020.1001,5958.4502,5971.5
2013-01-10,5998.7998,6005.1499,5947.2998,5968.6499
2013-01-11,6012.3999,6018.8501,5940.6001,5951.2998
2013-01-14,5967.2002,6036.8999,5962.1499,6024.0498
2013-01-15,6037.8501,6068.5,6018.6001,6056.6001
2013-01-16,6049,6055.9502,5992.0498,6001.8501
2013-01-17,6001.25,6053.2002,5988.1001,6039.2002
2013-01-18,6059.8501,6083.3999,6048.2998,6064.3999
2013-01-21,6085.75,6094.3501,6065.1001,6082.2998
2013-01-22,6080.1499,6101.2998,6040.5,6048.5
2013-01-23,6052.8501,6069.7998,6021.1499,6054.2998
2013-01-24,6046.2002,6065.2998,6007.8501,6019.3501
2013-01-25,6024.5,6080.5498,6014.4502,6074.6499
2013-01-28,6082.1001,6088.3999,6061.3999,6074.7998
2013-01-29,6064.7002,6111.7998,6042.4502,6049.8999
